ip,devicetype
10.131.10.114,GP_UPS
10.128.8.77,GP_ROUTER
10.131.97.30,GP_UPS
10.128.8.46,GP_ROUTER
10.128.8.49,GP_ROUTER
10.131.10.14,GP_UPS
10.131.10.26,GP_UPS
10.128.8.75,GP_ROUTER
10.131.97.18,GP_UPS
10.128.8.70,GP_ROUTER
10.131.10.110,GP_UPS
10.128.8.45,GP_ROUTER
10.128.8.42,GP_ROUTER
10.131.10.10,GP_UPS
10.131.9.254,GP_UPS
10.128.8.7,GP_ROUTER
10.131.9.114,GP_UPS
10.128.8.68,GP_ROUTER
10.128.8.69,GP_ROUTER
10.131.10.102,GP_UPS
10.131.10.106,GP_UPS
10.128.8.40,GP_ROUTER
10.131.9.246,GP_UPS
10.128.8.67,GP_ROUTER
10.128.8.66,GP_ROUTER
10.131.10.94,GP_UPS
10.131.10.98,GP_UPS
10.128.8.44,GP_ROUTER
10.131.10.6,GP_UPS
10.128.8.64,GP_ROUTER
10.131.10.86,GP_UPS
10.128.8.4,GP_ROUTER
10.131.9.102,GP_UPS
10.128.8.65,GP_ROUTER
10.131.10.90,GP_UPS
10.128.8.1,GP_ROUTER
10.131.9.90,GP_UPS
10.128.8.3,GP_ROUTER
10.131.9.98,GP_UPS
10.128.8.21,GP_ROUTER
10.128.8.78,GP_ROUTER
10.131.9.170,GP_UPS
10.131.97.6,GP_UPS
10.128.8.63,GP_ROUTER
10.131.10.82,GP_UPS
10.128.8.62,GP_ROUTER
10.131.10.78,GP_UPS
10.128.8.6,GP_ROUTER
10.131.9.110,GP_UPS
10.128.8.61,GP_ROUTER
10.131.10.74,GP_UPS
10.128.8.38,GP_ROUTER
10.131.9.238,GP_UPS
10.128.8.58,GP_ROUTER
10.131.10.62,GP_UPS
10.128.8.59,GP_ROUTER
10.131.10.66,GP_UPS
10.128.8.36,GP_ROUTER
10.131.9.230,GP_UPS
10.128.8.14,GP_ROUTER
10.131.9.142,GP_UPS
10.128.8.51,GP_ROUTER
10.131.10.34,GP_UPS
10.128.8.34,GP_ROUTER
10.131.9.222,GP_UPS
10.128.8.13,GP_ROUTER
10.131.9.138,GP_UPS
10.128.8.15,GP_ROUTER
10.131.9.146,GP_UPS
10.128.8.11,GP_ROUTER
10.131.9.130,GP_UPS
10.128.8.32,GP_ROUTER
10.131.9.214,GP_UPS
10.128.8.105,GP_ROUTER
10.131.102.134,GP_UPS
10.128.8.30,GP_ROUTER
10.131.9.206,GP_UPS
10.128.8.96,GP_ROUTER
10.131.102.98,GP_UPS
10.128.8.94,GP_ROUTER
10.131.102.90,GP_UPS
10.128.8.25,GP_ROUTER
10.131.9.186,GP_UPS
10.128.8.90,GP_ROUTER
10.131.102.74,GP_UPS
10.128.8.24,GP_ROUTER
10.131.129.210,RFDevice
10.131.9.182,GP_UPS
10.131.129.211,RFDevice
10.128.8.106,GP_ROUTER
10.131.129.212,RFDevice
10.131.102.138,GP_UPS
10.128.8.18,GP_ROUTER
10.131.9.158,GP_UPS
10.131.129.214,RFDevice
10.128.8.20,GP_ROUTER
10.131.9.166,GP_UPS
10.131.129.215,RFDevice
10.131.129.216,RFDevice
10.128.0.201,Amplifier
10.128.17.82,GP_ROUTER
10.131.18.42,GP_UPS
