id,ip,systemname,pingStatus,snmpStatus,devicetype,location,firstDiscovery,lastDiscovery,operatingsystem,physicalAddr,vendor,profile_name,acronym,request_id,dept,deviceloc,state,logtime,serial_no,locationText,sourceOfPower,dashboardcat,enable,mfm
2680,10.128.14.25,,UNREACHABLE,DISABLED,GP_ROUTER,1262,2024-10-05 14:26:31,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 14:26:31,,Cluster : C; District : Bastar;  Block : Lohandiguda; GP : KUMHLI GP ,,GP_ROUTER,1,0
2681,10.131.14.242,,UNREACHABLE,DISABLED,GP_UPS,1261,2024-10-05 14:26:50,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 14:26:50,,Cluster : C; District : Bastar;  Block : Lohandiguda; GP : CHINDGAON,,GP_UPS,1,0
2682,10.131.13.206,,UNREACHABLE,DISABLED,GP_UPS,1260,2024-10-05 14:26:59,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 14:26:59,,Cluster : C; District : Bastar;  Block : Darbha; GP : TAHAKWADA,,GP_UPS,1,0
2683,10.131.15.34,,UNREACHABLE,DISABLED,GP_UPS,1262,2024-10-05 14:27:00,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 14:27:00,,Cluster : C; District : Bastar;  Block : Lohandiguda; GP : KUMHLI GP ,,GP_UPS,1,0
2684,10.128.17.56,"""BNA-BEA-BELA-GKUSMI1.cgbharatnet.gov.in""",UNREACHABLE,DISABLED,GP_ROUTER,131,2024-10-05 14:33:06,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-28 15:54:40,"""CAT2327U0PL""",Cluster : A2; District : Bemetara;  Block : Berla; GP : KUSMI,,GP_ROUTER,1,0
2685,10.131.17.194,"""UNILINE""",UNREACHABLE,DISABLED,GP_UPS,131,2024-10-05 14:33:44,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-28 15:54:40,,Cluster : A2; District : Bemetara;  Block : Berla; GP : KUSMI,,GP_UPS,1,0
2686,10.128.12.28,,UNREACHABLE,DISABLED,GP_ROUTER,1263,2024-10-05 14:34:20,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 14:34:20,,Cluster : C; District : Bastar;  Block : Darbha; GP : KUKANAR,,GP_ROUTER,1,0
2687,10.131.13.174,,UNREACHABLE,DISABLED,GP_UPS,1263,2024-10-05 14:34:59,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 14:34:59,,Cluster : C; District : Bastar;  Block : Darbha; GP : KUKANAR,,GP_UPS,1,0
2688,10.128.12.24,,UNREACHABLE,DISABLED,GP_ROUTER,1264,2024-10-05 14:40:24,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 14:40:24,,Cluster : C; District : Bastar;  Block : Darbha; GP : KOKAWADA,,GP_ROUTER,1,0
2689,10.131.13.158,,UNREACHABLE,DISABLED,GP_UPS,1264,2024-10-05 14:41:44,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 14:41:44,,Cluster : C; District : Bastar;  Block : Darbha; GP : KOKAWADA,,GP_UPS,1,0
2690,10.128.17.81,,UNREACHABLE,DISABLED,GP_ROUTER,144,2024-10-05 14:45:27,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-07 16:51:10,,Cluster : A2; District : Bemetara;  Block : Berla; GP : TAKSIVA,,GP_ROUTER,1,0
2691,10.131.18.38,,UNREACHABLE,DISABLED,GP_UPS,144,2024-10-05 14:46:10,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 14:46:10,,Cluster : A2; District : Bemetara;  Block : Berla; GP : TAKSIVA,,GP_UPS,1,0
2692,10.128.12.35,,UNREACHABLE,DISABLED,GP_ROUTER,1265,2024-10-05 14:49:00,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 14:49:00,,Cluster : C; District : Bastar;  Block : Darbha; GP : SAOUTNAR,,GP_ROUTER,1,0
2693,10.131.13.202,,UNREACHABLE,DISABLED,GP_UPS,1265,2024-10-05 14:50:13,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 14:50:13,,Cluster : C; District : Bastar;  Block : Darbha; GP : SAOUTNAR,,GP_UPS,1,0
2694,10.128.17.80,,UNREACHABLE,DISABLED,GP_ROUTER,143,2024-10-05 14:53:21,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-07 16:51:10,,Cluster : A2; District : Bemetara;  Block : Berla; GP : TAKAM,,GP_ROUTER,1,0
2695,10.131.18.34,,UNREACHABLE,DISABLED,GP_UPS,143,2024-10-05 14:54:02,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 14:54:02,,Cluster : A2; District : Bemetara;  Block : Berla; GP : TAKAM,,GP_UPS,1,0
2696,10.128.17.53,"""BNA-BEA-BELA-GKOHDI1.cgbharatnet.gov.in""",UNREACHABLE,DISABLED,GP_ROUTER,113,2024-10-05 14:56:22,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-28 15:54:40,"""CAT2327U0MP""",Cluster : A2; District : Bemetara;  Block : Berla; GP : KOHDIYA,,GP_ROUTER,1,0
2697,10.131.17.182,"""UNILINE""",UNREACHABLE,DISABLED,GP_UPS,113,2024-10-05 14:56:42,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-28 15:54:40,,Cluster : A2; District : Bemetara;  Block : Berla; GP : KOHDIYA,,GP_UPS,1,0
2698,10.128.17.78,,UNREACHABLE,DISABLED,GP_ROUTER,148,2024-10-05 15:01:00,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 15:01:00,,Cluster : A2; District : Bemetara;  Block : Berla; GP : SURHOLI,,GP_ROUTER,1,0
2699,10.128.17.49,"""BNA-BEA-BELA-GKHUDM1.cgbharatnet.gov.in""",UNREACHABLE,DISABLED,GP_ROUTER,128,2024-10-05 15:01:43,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-28 15:54:40,"""CAT2326U1R4""",Cluster : A2; District : Bemetara;  Block : Berla; GP : KHUDMUDI,,GP_ROUTER,1,0
2700,10.131.17.166,"""BNA-BEA-BELA-UKHUDM1""",UNREACHABLE,DISABLED,GP_UPS,128,2024-10-05 15:02:03,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-28 15:54:40,,Cluster : A2; District : Bemetara;  Block : Berla; GP : KHUDMUDI,,GP_UPS,1,0
2701,10.131.18.26,,UNREACHABLE,DISABLED,GP_UPS,148,2024-10-05 15:02:21,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 15:02:21,,Cluster : A2; District : Bemetara;  Block : Berla; GP : SURHOLI,,GP_UPS,1,0
2702,10.128.0.27,"""BNC-DTA-KEAN-LBR-001.cgbharatnet.gov.in""",UNREACHABLE,DISABLED,BLOCK_ROUTER,1194,2024-10-05 15:04:52,,,,CISCO,BLRouterProfile,,,,,DOWN,2024-10-28 15:54:40,,Cluster : C; District : Dakshin Bastar Dantewada;  Block : Katekalyan; GP : null,,BLOCK_ROUTER,1,0
2703,10.131.0.106,,UNREACHABLE,DISABLED,BLOCK_UPS,1194,2024-10-05 15:05:42,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-28 15:54:40,,Cluster : C; District : Dakshin Bastar Dantewada;  Block : Katekalyan; GP : null,,BLOCK_UPS,1,0
2704,10.128.17.46,"""BNA-BEA-BELA-GKHARR1.cgbharatnet.gov.in""",UNREACHABLE,DISABLED,GP_ROUTER,130,2024-10-05 15:12:03,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-28 15:54:40,"""CAT2327U0UZ""",Cluster : A2; District : Bemetara;  Block : Berla; GP : KHARRA,,GP_ROUTER,1,0
2705,10.128.17.71,,UNREACHABLE,DISABLED,GP_ROUTER,164,2024-10-05 15:12:18,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-07 16:51:10,,Cluster : A2; District : Bemetara;  Block : Berla; GP : SANKARA,,GP_ROUTER,1,0
2706,10.131.17.254,,UNREACHABLE,DISABLED,GP_UPS,164,2024-10-05 15:13:07,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 15:13:07,,Cluster : A2; District : BEMETARA;  Block : BERLA; GP : SANKARA,,UPS,1,0
2707,10.131.17.154,"""UNILINE""",UNREACHABLE,DISABLED,GP_UPS,130,2024-10-05 15:13:10,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-28 15:54:40,,Cluster : A2; District : Bemetara;  Block : Berla; GP : KHARRA,,GP_UPS,1,0
2708,10.128.17.68,,UNREACHABLE,DISABLED,GP_ROUTER,141,2024-10-05 15:24:41,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 15:24:41,,Cluster : A2; District : Bemetara;  Block : Berla; GP : REVE,,GP_ROUTER,1,0
2709,10.131.17.242,,UNREACHABLE,DISABLED,GP_UPS,141,2024-10-05 15:25:13,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 15:25:13,,Cluster : A2; District : Bemetara;  Block : Berla; GP : REVE,,GP_UPS,1,0
2710,10.128.12.1,,UNREACHABLE,DISABLED,GP_ROUTER,1266,2024-10-05 15:27:23,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 16:25:36,,Cluster : C; District : Bastar;  Block : Darbha; GP : ALWA,,GP_ROUTER,1,0
2711,10.131.13.66,,UNREACHABLE,DISABLED,GP_UPS,1266,2024-10-05 15:27:56,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 15:27:56,,Cluster : C; District : Bastar;  Block : Darbha; GP : ALWA,,GP_UPS,1,0
2712,10.128.17.67,,UNREACHABLE,DISABLED,GP_ROUTER,152,2024-10-05 15:33:40,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 15:33:40,,Cluster : A2; District : Bemetara;  Block : Berla; GP : RAVELI,,GP_ROUTER,1,0
2713,10.131.17.238,,UNREACHABLE,DISABLED,GP_UPS,152,2024-10-05 15:34:29,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 15:34:29,,Cluster : A2; District : Bemetara;  Block : Berla; GP : RAVELI,,GP_UPS,1,0
2714,10.128.17.66,,UNREACHABLE,DISABLED,GP_ROUTER,160,2024-10-05 15:41:33,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 15:41:33,,Cluster : A2; District : Bemetara;  Block : Berla; GP : RANKA,,GP_ROUTER,1,0
2715,10.131.17.234,,UNREACHABLE,DISABLED,GP_UPS,160,2024-10-05 15:43:29,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 15:43:29,,Cluster : A2; District : Bemetara;  Block : Berla; GP : RANKA,,GP_UPS,1,0
2716,10.128.12.12,,UNREACHABLE,DISABLED,GP_ROUTER,1267,2024-10-05 15:45:46,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 15:45:46,,Cluster : C; District : Bastar;  Block : Darbha; GP : DILMILI,,GP_ROUTER,1,0
2717,10.131.13.110,,UNREACHABLE,DISABLED,GP_UPS,1267,2024-10-05 15:46:27,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 15:46:27,,Cluster : C; District : Bastar;  Block : Darbha; GP : DILMILI,,GP_UPS,1,0
2718,10.128.17.64,,UNREACHABLE,DISABLED,GP_ROUTER,142,2024-10-05 15:51:41,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 15:51:41,,Cluster : A2; District : Bemetara;  Block : Berla; GP : PATORA,,GP_ROUTER,1,0
2719,10.131.17.226,,UNREACHABLE,DISABLED,GP_UPS,142,2024-10-05 15:53:57,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 15:53:57,,Cluster : A2; District : Bemetara;  Block : Berla; GP : PATORA,,GP_UPS,1,0
2720,10.128.82.49,,UNREACHABLE,DISABLED,GP_ROUTER,1268,2024-10-05 15:54:00,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 15:54:00,,Cluster : C; District : Sukma;  Block : Konta; GP : RAJPENTA(DARBHAGUDA),,GP_ROUTER,1,0
2721,10.131.85.98,,UNREACHABLE,DISABLED,GP_UPS,1268,2024-10-05 15:54:25,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 15:54:25,,Cluster : C; District : Sukma;  Block : Konta; GP : RAJPENTA(DARBHAGUDA),,GP_UPS,1,0
2722,10.128.12.13,,UNREACHABLE,DISABLED,GP_ROUTER,1269,2024-10-05 15:57:58,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 15:57:58,,Cluster : C; District : Bastar;  Block : Darbha; GP : DODREPAL,,GP_ROUTER,1,0
2723,10.131.13.114,,UNREACHABLE,DISABLED,GP_UPS,1269,2024-10-05 15:58:28,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 15:58:28,,Cluster : C; District : Bastar;  Block : Darbha; GP : DODREPAL,,GP_UPS,1,0
2724,10.128.17.62,,UNREACHABLE,DISABLED,GP_ROUTER,154,2024-10-05 16:06:51,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 16:06:51,,Cluster : A2; District : Bemetara;  Block : Berla; GP : PAHANDA,,GP_ROUTER,1,0
2725,10.131.17.218,,UNREACHABLE,DISABLED,GP_UPS,154,2024-10-05 16:07:51,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 16:07:51,,Cluster : A2; District : Bemetara;  Block : Berla; GP : PAHANDA,,GP_UPS,1,0
2726,10.128.33.1,,UNREACHABLE,DISABLED,GP_ROUTER,1270,2024-10-05 16:08:29,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 16:08:29,,Cluster : C; District : Narayanpur;  Block : 1174:::Orchha; GP : DHAUDAI,,GP_ROUTER,1,0
2727,10.131.66.202,,UNREACHABLE,DISABLED,GP_UPS,1270,2024-10-05 16:09:11,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 16:09:11,,Cluster : C; District : Narayanpur;  Block : Orchha; GP : DHAUDAI,,GP_UPS,1,0
2728,10.128.12.10,,UNREACHABLE,DISABLED,GP_ROUTER,1271,2024-10-05 16:12:01,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-07 16:56:10,,Cluster : C; District : Bastar;  Block : Darbha; GP : CHITAPUR,,GP_ROUTER,1,0
2729,10.131.13.102,,UNREACHABLE,DISABLED,GP_UPS,1271,2024-10-05 16:12:45,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 16:12:45,,Cluster : C; District : Bastar;  Block : Darbha; GP : CHITAPUR,,GP_UPS,1,0
2730,10.128.17.61,,UNREACHABLE,DISABLED,GP_ROUTER,157,2024-10-05 16:15:39,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 16:15:39,,Cluster : A2; District : Bemetara;  Block : Berla; GP : NEVNARA,,GP_ROUTER,1,0
2731,10.131.17.214,,UNREACHABLE,DISABLED,GP_UPS,157,2024-10-05 16:16:55,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 16:16:55,,Cluster : A2; District : Bemetara;  Block : Berla; GP : NEVNARA,,GP_UPS,1,0
2732,10.131.130.146,"""HARDI""",UNREACHABLE,DISABLED,ODU,125,2024-10-05 16:16:57,,,,MAKSAT,UPSProfile,,,,,DOWN,2024-10-28 15:56:40,,Cluster : A2; District : BEMETARA;  Block : 106:::BERLA; GP : HARDI,,RF,1,0
2733,10.131.130.147,"""HARDI PRIMARY RF""",UNREACHABLE,DISABLED,RFDevice,125,2024-10-05 16:18:36,,,,MAKSAT,UPSProfile,,,,,DOWN,2024-10-28 15:56:40,,Cluster : A2; District : BEMETARA;  Block : 106:::BERLA; GP : HARDI,,RF,0,0
2734,10.131.130.148,"""HARDI SECONDARY RF""",UNREACHABLE,DISABLED,RFDevice,125,2024-10-05 16:19:34,,,,MAKSAT,UPSProfile,,,,,DOWN,2024-10-28 15:56:40,,Cluster : A2; District : BEMETARA;  Block : 106:::BERLA; GP : HARDI,,RF,1,1
2735,10.128.12.2,,UNREACHABLE,DISABLED,GP_ROUTER,1272,2024-10-05 16:24:34,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 16:24:34,,Cluster : C; District : Bastar;  Block : Darbha; GP : BADEKADMA,,GP_ROUTER,1,0
2736,10.128.17.6,,UNREACHABLE,DISABLED,GP_ROUTER,165,2024-10-05 16:25:27,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 16:25:27,,Cluster : A2; District : Bemetara;  Block : Berla; GP : BANSA,,GP_ROUTER,1,0
2737,10.131.13.70,,UNREACHABLE,DISABLED,GP_UPS,1272,2024-10-05 16:25:31,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 16:25:31,,Cluster : C; District : Bastar;  Block : Darbha; GP : BADEKADMA,,GP_UPS,1,0
2738,10.131.16.250,,UNREACHABLE,DISABLED,GP_UPS,165,2024-10-05 16:26:32,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 16:26:32,,Cluster : A2; District : Bemetara;  Block : Berla; GP : BANSA,,GP_UPS,1,0
2739,10.131.130.150,"""Khudmudi""",UNREACHABLE,DISABLED,ODU,128,2024-10-05 16:35:49,,,,MAKSAT,UPSProfile,,,,,DOWN,2024-10-28 15:56:40,,Cluster : A2; District : BEMETARA;  Block : 106:::BERLA; GP : KHUDMUDI,,RF,1,0
2740,10.131.130.151,"""KHUDMUDI PRIMARY RF""",UNREACHABLE,DISABLED,RFDevice,128,2024-10-05 16:37:01,,,,MAKSAT,UPSProfile,,,,,DOWN,2024-10-28 15:56:40,,Cluster : A2; District : BEMETARA;  Block : 106:::BERLA; GP : KHUDMUDI,,RF,0,0
2741,10.131.130.152,"""KHUDMUDI SECONDARY RF""",UNREACHABLE,DISABLED,RFDevice,128,2024-10-05 16:38:24,,,,MAKSAT,UPSProfile,,,,,DOWN,2024-10-28 15:56:40,,Cluster : A2; District : BEMETARA;  Block : 106:::BERLA; GP : KHUDMUDI,,RF,1,1
2742,10.128.17.57,,UNREACHABLE,DISABLED,GP_ROUTER,145,2024-10-05 16:39:30,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 16:39:30,,Cluster : A2; District : Bemetara;  Block : Berla; GP : LAVATARA,,GP_ROUTER,1,0
2743,10.131.17.198,,UNREACHABLE,DISABLED,GP_UPS,145,2024-10-05 16:40:56,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 16:40:56,,Cluster : A2; District : Bemetara;  Block : Berla; GP : LAVATARA,,GP_UPS,1,0
2744,10.128.17.91,"""BNA-BEA-BELA-GSINGD1.cgbharatnet.gov.in""",UNREACHABLE,DISABLED,GP_ROUTER,1273,2024-10-05 16:42:37,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-28 15:54:40,"""CAT2227U4G4""",Cluster : A2; District : Bemetara;  Block : Berla; GP : SINGDEHI,,GP_ROUTER,1,0
2745,10.131.99.94,"""BNA-BEA-BELA-USINGD1""",UNREACHABLE,DISABLED,GP_UPS,1273,2024-10-05 16:43:06,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-28 15:54:40,,Cluster : A2; District : Bemetara;  Block : Berla; GP : SINGDEHI,,GP_UPS,1,0
2746,10.128.17.87,,UNREACHABLE,DISABLED,GP_ROUTER,1274,2024-10-05 16:46:48,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-26 08:21:09,"""CAT2325U3BB""",Cluster : A2; District : Bemetara;  Block : Berla; GP : BEHARGHAT,,GP_ROUTER,1,0
2747,10.131.99.78,,UNREACHABLE,DISABLED,GP_UPS,1274,2024-10-05 16:47:05,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 16:47:05,,Cluster : A2; District : Bemetara;  Block : Berla; GP : BEHARGHAT,,GP_UPS,1,0
2748,10.128.12.16,,UNREACHABLE,DISABLED,GP_ROUTER,1275,2024-10-05 16:48:13,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 16:48:13,,Cluster : C; District : Bastar;  Block : Darbha; GP : KAKALGUR,,GP_ROUTER,1,0
2749,10.131.13.126,,UNREACHABLE,DISABLED,GP_UPS,1275,2024-10-05 16:48:45,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 16:48:45,,Cluster : C; District : Bastar;  Block : Darbha; GP : KAKALGUR,,GP_UPS,1,0
2750,10.128.17.55,,UNREACHABLE,DISABLED,GP_ROUTER,146,2024-10-05 16:50:18,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 16:50:18,,Cluster : A2; District : Bemetara;  Block : Berla; GP : KURUD,,GP_ROUTER,1,0
2751,10.131.17.190,,UNREACHABLE,DISABLED,GP_UPS,146,2024-10-05 16:51:00,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 16:51:00,,Cluster : A2; District : Bemetara;  Block : Berla; GP : KURUD,,GP_UPS,1,0
2752,10.128.17.86,"""BNA-BEA-BELA-GBAWAN1.cgbharatnet.gov.in""",UNREACHABLE,DISABLED,GP_ROUTER,1276,2024-10-05 16:53:13,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-28 15:54:40,"""CAT2325U1U6""",Cluster : A2; District : Bemetara;  Block : Berla; GP : BAWANLAKH,,GP_ROUTER,1,0
2753,10.131.99.74,"""BNA-BEA-BELA-UBAWAN1""",UNREACHABLE,DISABLED,GP_UPS,1276,2024-10-05 16:53:38,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-28 15:54:40,,Cluster : A2; District : Bemetara;  Block : Berla; GP : BAWANLAKH,,GP_UPS,1,0
2756,10.128.17.51,,UNREACHABLE,DISABLED,GP_ROUTER,151,2024-10-05 17:00:20,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 17:00:20,,Cluster : A2; District : Bemetara;  Block : Berla; GP : KIRITPUR,,GP_ROUTER,1,0
2757,10.131.17.174,,UNREACHABLE,DISABLED,GP_UPS,151,2024-10-05 17:01:03,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 17:01:03,,Cluster : A2; District : Bemetara;  Block : Berla; GP : KIRITPUR,,GP_UPS,1,0
2758,10.128.17.27,"""BNA-BEA-BELA-GDEVAR1.cgbharatnet.gov.in""",UNREACHABLE,DISABLED,GP_ROUTER,185,2024-10-05 17:01:26,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-28 15:54:40,"""CAT2327U1J2""",Cluster : A2; District : Bemetara;  Block : Berla; GP : DEVARBIJA,,GP_ROUTER,1,0
2759,10.131.17.78,"""BNA-BEA-BELA-UDEVAR1""",UNREACHABLE,DISABLED,GP_UPS,185,2024-10-05 17:01:55,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-28 15:54:40,,Cluster : A2; District : Bemetara;  Block : Berla; GP : DEVARBIJA,,GP_UPS,1,0
2760,10.128.17.14,"""BNA-BEA-BELA-GBHATG1.cgbharatnet.gov.in""",UNREACHABLE,DISABLED,GP_ROUTER,175,2024-10-05 17:01:55,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-28 15:54:40,"""CAT2325U1VS""",Cluster : A2; District : Bemetara;  Block : Berla; GP : BHATGAON,,GP_ROUTER,1,0
2761,10.131.17.26,"""BNA-BEA-BELA-UBHATG1""",UNREACHABLE,DISABLED,GP_UPS,175,2024-10-05 17:02:20,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-28 15:54:40,,Cluster : A2; District : Bemetara;  Block : Berla; GP : BHATGAON,,GP_UPS,1,0
2762,10.128.17.79,,UNREACHABLE,DISABLED,GP_ROUTER,181,2024-10-05 17:02:29,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-07 16:51:10,,Cluster : A2; District : Bemetara;  Block : Berla; GP : SURUJPURA,,GP_ROUTER,1,0
2763,10.131.18.30,,UNREACHABLE,DISABLED,GP_UPS,181,2024-10-05 17:02:48,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 17:02:48,,Cluster : A2; District : Bemetara;  Block : Berla; GP : SURUJPURA,,GP_UPS,1,0
2764,10.128.17.28,"""BNA-BEA-BELA-GDEVRI1.cgbharatnet.gov.in""",UNREACHABLE,DISABLED,GP_ROUTER,117,2024-10-05 17:05:16,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-28 15:54:40,"""CAT2325U1XK""",Cluster : A2; District : Bemetara;  Block : Berla; GP : DEVRI,,GP_ROUTER,1,0
2765,10.131.17.82,"""BNA-BEA-BELA-UDEVRI1""",UNREACHABLE,DISABLED,GP_UPS,117,2024-10-05 17:05:46,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-28 15:54:40,,Cluster : A2; District : Bemetara;  Block : Berla; GP : DEVRI,,GP_UPS,1,0
2766,10.128.17.16,"""BNA-BEA-BELA-GBHEDA1.cgbharatnet.gov.in""",UNREACHABLE,DISABLED,GP_ROUTER,119,2024-10-05 17:05:46,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-28 15:54:40,"""CAT2327U0LR""",Cluster : A2; District : BEMETARA;  Block : 106:::BERLA; GP : BHEDANI,,GP_ROUTER,1,0
2767,10.128.17.77,"""BNA-BEA-BELA-GSOTH01.cgbharatnet.gov.in""",UNREACHABLE,DISABLED,GP_ROUTER,121,2024-10-05 17:06:22,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-28 15:54:40,"""CAT2327U0P0""",Cluster : A2; District : Bemetara;  Block : Berla; GP : SOTH,,GP_ROUTER,1,0
2768,10.131.17.34,,UNREACHABLE,DISABLED,GP_UPS,1278,2024-10-05 17:06:35,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 17:06:35,,Cluster : A2; District : BEMETARA;  Block : 106:::BERLA; GP : BHEDANI,,GP_UPS,1,0
2769,10.131.18.22,"""BNA-BEA-BELA-USOTH01""",UNREACHABLE,DISABLED,GP_UPS,121,2024-10-05 17:06:37,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-28 15:54:40,,Cluster : A2; District : Bemetara;  Block : Berla; GP : SOTH,,GP_UPS,1,0
2770,10.128.17.50,,UNREACHABLE,DISABLED,GP_ROUTER,162,2024-10-05 17:07:19,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-05 17:07:19,,Cluster : A2; District : Bemetara;  Block : Berla; GP : KHURMUDA,,GP_ROUTER,1,0
2771,10.131.17.170,,UNREACHABLE,DISABLED,GP_UPS,162,2024-10-05 17:07:48,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 17:07:48,,Cluster : A2; District : Bemetara;  Block : Berla; GP : KHURMUDA,,GP_UPS,1,0
2772,10.128.17.23,"""BNA-BEA-BELA-GCHONG1.cgbharatnet.gov.in""",UNREACHABLE,DISABLED,GP_ROUTER,189,2024-10-05 17:09:35,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-28 15:54:40,"""CAT2325U1ZY""",Cluster : A2; District : Bemetara;  Block : Berla; GP : CHONGIKHAPARI,,GP_ROUTER,1,0
2773,10.128.17.33,"""BNA-BEA-BELA-GGHOTM1.cgbharatnet.gov.in""",UNREACHABLE,DISABLED,GP_ROUTER,184,2024-10-05 17:09:36,,,,CISCO,GPRouterProfile,,,,,DOWN,2024-10-28 15:54:40,"""CAT2327U0JK""",Cluster : A2; District : Bemetara;  Block : Berla; GP : GHOTMARRA,,GP_ROUTER,1,0
2774,10.131.17.62,"""BNA-BEA-BELA-UCHONG1""",UNREACHABLE,DISABLED,GP_UPS,189,2024-10-05 17:10:01,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-28 15:54:40,,Cluster : A2; District : Bemetara;  Block : Berla; GP : CHONGIKHAPARI,,GP_UPS,1,0
2775,10.131.17.102,,UNREACHABLE,DISABLED,GP_UPS,184,2024-10-05 17:10:23,,,,UNILINE,UPSProfile,,,,,DOWN,2024-10-05 17:10:23,,Cluster : A2; District : Bemetara;  Block : Berla; GP : GHOTMARRA,,GP_UPS,1,0
